Date,Total_Consumption,Predicted_Consumption,MAE
2021-07-26,26.1,35.287601651697535,-9.187601651697534
2021-07-27,24.3,33.504031505384496,-9.204031505384496
2021-07-28,23.4,25.013690770896627,-1.6136907708966284
2021-07-29,16.799999999999997,29.588561188654563,-12.788561188654565
2021-07-30,16.799999999999997,20.5978848095971,-3.797884809597104
2021-07-31,,15.104174623485214,
2021-08-01,,30.82540813010045,
2021-08-02,,34.15579969426246,
2021-08-03,,37.35892082522247,
2021-08-04,,25.388434902446573,
2021-08-05,,47.25502150219644,
2021-08-06,,25.34426286389469,
2021-08-07,,21.49994209917265,
2021-08-08,,21.18444876467957,
2021-08-09,,29.879630511291634,
2021-08-10,,22.518102665820805,
2021-08-11,,12.757992492427013,
2021-08-12,,26.19530578334122,
2021-08-13,,24.99759773170638,
2021-08-14,,21.6323094966055,
2021-08-15,,43.23185377050944,
2021-08-16,,24.00847356413606,
2021-08-17,,56.6045017518363,
2021-08-18,,33.32008923152935,
2021-08-19,,28.646537357467373,
2021-08-20,,26.39697099864774,
2021-08-21,,30.708835472925504,
2021-08-22,,31.567963716417392,
2021-08-23,,31.058505847958774,
2021-08-24,,40.85715008183739,
2021-08-25,,39.33098505254962,
2021-08-26,,20.936596807378812,
2021-08-27,,20.311548991307,
2021-08-28,,21.363784180049112,
2021-08-29,,41.830056954143245,
2021-08-30,,29.552816820108887,
2021-08-31,,26.627994493496388,
2021-09-01,,19.841049310933705,
2021-09-02,,14.160705676426971,
2021-09-03,,23.565357720047864,
2021-09-04,,24.708887162567596,
2021-09-05,,29.563554841278584,
2021-09-06,,22.149608482164304,
2021-09-07,,14.045625380302535,
2021-09-08,,12.189386773315535,
2021-09-09,,13.132582594457995,
2021-09-10,,47.70570589742501,
2021-09-11,,21.587186632645782,
2021-09-12,,11.312243897110339,
2021-09-13,,29.764533438260194,
2021-09-14,,26.03791747275796,
2021-09-15,,23.763308533122903,
2021-09-16,,15.768052097118018,
2021-09-17,,11.316106772339019,
2021-09-18,,20.912138606901475,
2021-09-19,,23.05172628286956,
2021-09-20,,12.223606436877152,
2021-09-21,,15.072937542524572,
2021-09-22,,21.288361646163917,
2021-09-23,,13.83781819597335,
2021-09-24,,16.1659905157568,
2021-09-25,,32.14880576500603,
2021-09-26,,20.260183031315457,
2021-09-27,,20.475119548834456,
2021-09-28,,12.24214320698899,
2021-09-29,,18.179108190183094,
2021-09-30,,8.335534501312418,
