Date,Total_Consumption
2018-11-10,31.200000000000003
2018-11-11,35.099999999999994
2018-11-12,43.5
2018-11-13,45.599999999999994
2018-11-14,29.700000000000003
2018-11-15,25.5
2018-11-16,48.900000000000006
2018-11-17,47.099999999999994
2018-11-18,49.199999999999996
2018-11-19,25.799999999999997
2018-11-20,41.099999999999994
2018-11-21,27.0
2018-11-22,33.900000000000006
2018-11-23,56.699999999999996
2018-11-24,40.8
2018-11-25,29.099999999999998
2018-11-26,24.0
2018-11-27,71.4
2018-11-28,26.400000000000002
2018-11-29,28.5
2018-11-30,53.099999999999994
2018-12-01,6.6
2018-12-02,10.6
2018-12-03,12.5
2018-12-04,2.8
2018-12-05,9.6
2018-12-06,6.5
2018-12-07,8.2
2018-12-08,7.7
2018-12-09,8.8
2018-12-10,14.2
2018-12-11,14.2
2018-12-12,8.0
2018-12-13,10.4
2018-12-14,13.1
2018-12-15,16.9
2018-12-16,17.2
2018-12-17,9.3
2018-12-18,17.9
2018-12-19,13.0
2018-12-20,10.2
2018-12-21,9.6
2018-12-22,19.3
2018-12-23,15.1
2018-12-24,14.7
2018-12-25,19.2
2018-12-26,14.6
2018-12-27,16.3
2018-12-28,23.5
2018-12-29,21.0
2018-12-30,17.9
2018-12-31,12.8
2019-01-01,16.7
2019-01-02,7.1
2019-01-03,6.0
2019-01-04,16.7
2019-01-05,3.0
2019-01-06,10.3
2019-01-07,9.4
2019-01-08,5.1
2019-01-09,6.8
2019-01-10,15.9
2019-01-11,4.1
2019-01-12,8.2
2019-01-13,19.0
2019-01-14,14.9
2019-01-15,19.0
2019-01-16,13.7
2019-01-17,8.0
2019-01-18,11.1
2019-01-19,17.0
2019-01-20,9.6
2019-01-21,8.3
2019-01-22,22.3
2019-01-23,9.5
2019-01-24,8.5
2019-01-25,11.8
2019-01-26,17.3
2019-01-27,17.6
2019-01-28,11.2
2019-01-29,19.0
2019-01-30,7.2
2019-01-31,9.8
2019-02-01,10.0
2019-02-02,21.5
2019-02-03,10.2
2019-02-04,12.0
2019-02-05,10.0
2019-02-06,6.2
2019-02-07,6.8
2019-02-08,2.8
2019-02-09,11.4
2019-02-10,6.1
2019-02-11,4.5
2019-02-12,7.8
2019-02-13,14.2
2019-02-14,8.3
2019-02-15,11.2
2019-02-16,13.4
2019-02-17,13.6
2019-02-18,6.6
2019-02-19,15.5
2019-02-20,18.7
2019-02-21,7.2
2019-02-22,10.4
2019-02-23,11.7
2019-02-24,6.3
2019-02-25,2.4
2019-02-26,2.4
2019-02-27,2.7
2019-02-28,2.4
2019-02-28,9.3
2019-03-01,30.299999999999997
2019-03-02,53.699999999999996
2019-03-03,24.599999999999998
2019-03-04,21.0
2019-03-05,30.0
2019-03-06,45.3
2019-03-07,34.5
2019-03-08,15.899999999999999
2019-03-09,35.400000000000006
2019-03-10,43.2
2019-03-11,20.700000000000003
2019-03-12,31.799999999999997
2019-03-13,47.7
2019-03-14,49.5
2019-03-15,36.3
2019-03-16,39.599999999999994
2019-03-17,50.099999999999994
2019-03-18,46.2
2019-03-19,30.599999999999998
2019-03-20,26.099999999999998
2019-03-21,57.0
2019-03-22,46.2
2019-03-23,61.5
2019-03-24,52.199999999999996
2019-03-25,48.900000000000006
2019-03-26,45.599999999999994
2019-03-27,23.4
2019-03-28,47.7
2019-03-29,55.5
2019-03-30,54.0
2019-03-31,27.599999999999998
2019-04-01,59.099999999999994
2019-04-02,32.7
2019-04-03,40.2
2019-04-04,38.400000000000006
2019-04-05,49.800000000000004
2019-04-06,60.0
2019-04-07,28.200000000000003
2019-04-08,45.0
2019-04-09,35.099999999999994
2019-04-10,54.900000000000006
2019-04-11,48.0
2019-04-12,34.2
2019-04-13,69.9
2019-04-14,32.7
2019-04-15,50.099999999999994
2019-04-16,31.799999999999997
2019-04-17,35.099999999999994
2019-04-18,55.5
2019-04-19,67.5
2019-04-20,56.400000000000006
2019-04-21,36.0
2019-04-22,53.400000000000006
2019-04-23,36.900000000000006
2019-04-24,31.5
2019-04-25,36.599999999999994
2019-04-26,25.799999999999997
2019-04-27,31.5
2019-04-28,22.799999999999997
2019-04-29,61.5
2019-04-30,31.799999999999997
2019-05-01,44.7
2019-05-02,69.30000000000001
2019-05-03,69.30000000000001
2019-05-04,51.599999999999994
2019-05-05,35.400000000000006
2019-05-06,33.0
2019-05-07,61.800000000000004
2019-05-08,27.900000000000002
2019-05-09,24.599999999999998
2019-05-10,43.2
2019-05-11,113.39999999999999
2019-05-12,38.099999999999994
2019-05-13,51.300000000000004
2019-05-14,58.800000000000004
2019-05-15,37.5
2019-05-16,53.400000000000006
2019-05-17,51.300000000000004
2019-05-18,63.900000000000006
2019-05-19,31.200000000000003
2019-05-20,45.3
2019-05-21,38.7
2019-05-22,29.700000000000003
2019-05-23,36.3
2019-05-24,46.5
2019-05-25,87.6
2019-05-26,38.400000000000006
2019-05-27,53.699999999999996
2019-05-28,43.2
2019-05-29,33.599999999999994
2019-05-30,40.8
2019-05-31,52.199999999999996
2019-06-01,45.3
2019-06-02,37.2
2019-06-03,43.5
2019-06-04,43.8
2019-06-05,57.900000000000006
2019-06-06,33.599999999999994
2019-06-07,70.5
2019-06-08,22.200000000000003
2019-06-09,70.19999999999999
2019-06-10,31.5
2019-06-11,38.400000000000006
2019-06-12,75.30000000000001
2019-06-13,75.9
2019-06-14,52.5
2019-06-15,90.30000000000001
2019-06-16,39.599999999999994
2019-06-17,32.400000000000006
2019-06-18,76.80000000000001
2019-06-19,49.5
2019-06-20,56.400000000000006
2019-06-21,60.300000000000004
2019-06-22,60.0
2019-06-23,41.7
2019-06-24,60.599999999999994
2019-06-25,48.599999999999994
2019-06-26,34.8
2019-06-27,61.800000000000004
2019-06-28,37.8
2019-06-29,28.200000000000003
2019-06-30,26.400000000000002
2019-07-01,31.200000000000003
2019-07-02,24.900000000000002
2019-07-03,43.5
2019-07-04,35.099999999999994
2019-07-05,27.900000000000002
2019-07-06,47.400000000000006
2019-07-07,30.299999999999997
2019-07-08,16.200000000000003
2019-07-09,41.400000000000006
2019-07-10,35.099999999999994
2019-07-11,29.700000000000003
2019-07-12,49.800000000000004
2019-07-13,38.400000000000006
2019-07-14,37.8
2019-07-15,27.900000000000002
2019-07-16,36.3
2019-07-17,33.599999999999994
2019-07-18,30.0
2019-07-19,45.0
2019-07-20,29.099999999999998
2019-07-21,29.099999999999998
2019-07-22,18.299999999999997
2019-07-23,24.599999999999998
2019-07-24,26.099999999999998
2019-07-25,24.599999999999998
2019-07-26,23.1
2019-07-27,31.5
2019-07-28,21.6
2019-07-29,31.5
2019-07-30,37.8
2019-07-31,42.3
2019-08-01,43.5
2019-08-02,33.900000000000006
2019-08-03,49.199999999999996
2019-08-04,74.1
2019-08-05,40.5
2019-08-06,37.5
2019-08-07,19.5
2019-08-08,6.300000000000001
2019-08-09,26.099999999999998
2019-08-10,42.3
2019-08-11,35.7
2019-08-12,27.900000000000002
2019-08-13,6.0
2019-08-14,5.699999999999999
2019-08-15,5.699999999999999
2019-08-16,5.699999999999999
2019-08-17,5.699999999999999
2019-08-18,5.699999999999999
2019-08-19,5.699999999999999
2019-08-20,5.699999999999999
2019-08-21,5.4
2019-08-22,5.699999999999999
2019-08-23,5.4
2019-08-24,5.4
2019-08-25,5.1
2019-08-26,5.4
2019-08-27,5.4
2019-08-28,5.699999999999999
2019-08-29,5.699999999999999
2019-08-30,5.699999999999999
2019-08-31,37.2
2019-09-01,27.299999999999997
2019-09-02,41.400000000000006
2019-09-03,29.099999999999998
2019-09-04,16.799999999999997
2019-09-05,30.900000000000002
2019-09-06,30.299999999999997
2019-09-07,16.799999999999997
2019-09-08,7.199999999999999
2019-09-09,17.700000000000003
2019-09-10,37.8
2019-09-11,54.300000000000004
2019-09-12,39.0
2019-09-13,40.5
2019-09-14,36.3
2019-09-15,26.400000000000002
2019-09-16,17.1
2019-09-17,36.900000000000006
2019-09-18,33.599999999999994
2019-09-19,25.5
2019-09-20,18.0
2019-09-21,39.599999999999994
2019-09-22,28.200000000000003
2019-09-23,22.799999999999997
2019-09-24,42.599999999999994
2019-09-25,20.4
2019-09-26,23.700000000000003
2019-09-27,48.599999999999994
2019-09-28,29.400000000000002
2019-09-29,23.700000000000003
2019-09-30,21.9
2019-10-01,29.400000000000002
2019-10-02,44.7
2019-10-03,27.900000000000002
2019-10-04,30.299999999999997
2019-10-05,48.0
2019-10-06,18.9
2019-10-07,21.6
2019-10-08,6.8999999999999995
2019-10-09,21.299999999999997
2019-10-10,20.700000000000003
2019-10-11,31.200000000000003
2019-10-12,42.3
2019-10-13,23.4
2019-10-14,25.799999999999997
2019-10-15,54.900000000000006
2019-10-16,24.599999999999998
2019-10-17,39.900000000000006
2019-10-18,36.0
2019-10-19,51.599999999999994
2019-10-20,31.799999999999997
2019-10-21,37.2
2019-10-22,30.900000000000002
2019-10-23,30.599999999999998
2019-10-24,58.199999999999996
2019-10-25,22.799999999999997
2019-10-26,7.800000000000001
2019-10-27,8.100000000000001
2019-10-28,24.900000000000002
2019-10-29,24.299999999999997
2019-10-30,15.600000000000001
2019-10-31,17.4
2019-11-01,26.099999999999998
2019-11-02,25.200000000000003
2019-11-03,43.5
2019-11-04,30.299999999999997
2019-11-05,26.400000000000002
2019-11-06,20.1
2019-11-07,20.1
2019-11-08,6.6000000000000005
2019-11-09,17.700000000000003
2019-11-10,34.5
2019-11-11,45.3
2019-11-12,22.200000000000003
2019-11-13,16.799999999999997
2019-11-14,27.900000000000002
2019-11-15,62.099999999999994
2019-11-16,49.800000000000004
2019-11-17,20.1
2019-11-18,26.700000000000003
2019-11-19,37.8
2019-11-20,25.799999999999997
2019-11-21,25.5
2019-11-22,27.599999999999998
2019-11-23,80.69999999999999
2019-11-24,44.7
2019-11-25,43.8
2019-11-26,22.5
2019-11-27,38.099999999999994
2019-11-28,27.599999999999998
2019-11-29,53.400000000000006
2019-11-30,44.099999999999994
2019-12-01,20.5
2019-12-02,12.3
2019-12-03,10.9
2019-12-04,21.4
2019-12-05,9.7
2019-12-06,8.0
2019-12-07,12.9
2019-12-08,1.8
2019-12-09,8.2
2019-12-10,16.5
2019-12-11,12.9
2019-12-12,8.9
2019-12-13,10.1
2019-12-14,14.7
2019-12-15,8.9
2019-12-16,7.7
2019-12-17,13.3
2019-12-18,8.6
2019-12-19,9.7
2019-12-20,17.0
2019-12-21,21.3
2019-12-22,11.0
2019-12-23,12.3
2019-12-24,5.6
2019-12-25,4.7
2019-12-26,6.4
2019-12-27,12.4
2019-12-28,8.5
2019-12-29,2.5
2019-12-30,5.1
2019-12-31,11.4
2020-01-01,10.6
2020-01-02,11.5
2020-01-03,24.3
2020-01-04,12.1
2020-01-05,8.5
2020-01-06,9.5
2020-01-07,6.8
2020-01-08,4.0
2020-01-09,5.0
2020-01-10,7.0
2020-01-11,10.2
2020-01-12,7.7
2020-01-13,10.5
2020-01-14,9.9
2020-01-15,9.6
2020-01-16,20.5
2020-01-17,19.4
2020-01-18,25.6
2020-01-19,8.6
2020-01-20,7.5
2020-01-21,10.5
2020-01-22,5.5
2020-01-23,10.3
2020-01-24,18.8
2020-01-25,21.7
2020-01-26,8.4
2020-01-27,7.2
2020-01-28,20.5
2020-01-29,6.8
2020-01-30,10.4
2020-01-31,28.7
2020-02-01,18.1
2020-02-02,8.0
2020-02-03,8.2
2020-02-04,8.3
2020-02-05,7.7
2020-02-06,5.4
2020-02-07,6.6
2020-02-08,2.9
2020-02-09,6.8
2020-02-10,5.4
2020-02-11,8.7
2020-02-12,18.0
2020-02-13,8.4
2020-02-14,15.2
2020-02-15,9.2
2020-02-16,5.8
2020-02-17,3.5
2020-02-18,3.7
2020-02-19,4.3
2020-02-20,11.2
2020-02-21,7.9
2020-02-22,21.8
2020-02-23,16.3
2020-02-24,9.0
2020-02-25,6.3
2020-02-26,5.1
2020-02-27,9.9
2020-02-28,13.5
2020-03-01,52.199999999999996
2020-03-02,33.3
2020-03-03,33.0
2020-03-04,24.299999999999997
2020-03-05,46.2
2020-03-06,33.599999999999994
2020-03-07,27.0
2020-03-08,17.4
2020-03-09,45.0
2020-03-10,47.099999999999994
2020-03-11,57.300000000000004
2020-03-12,29.400000000000002
2020-03-13,28.5
2020-03-14,41.099999999999994
2020-03-15,58.5
2020-03-16,22.799999999999997
2020-03-17,50.099999999999994
2020-03-18,27.900000000000002
2020-03-19,21.0
2020-03-20,28.200000000000003
2020-03-21,51.599999999999994
2020-03-22,44.7
2020-03-23,25.799999999999997
2020-03-24,33.900000000000006
2020-03-25,50.099999999999994
2020-03-26,21.6
2020-03-27,34.8
2020-03-28,55.5
2020-03-29,50.699999999999996
2020-03-30,28.5
2020-03-31,43.8
2020-04-01,57.0
2020-04-02,65.4
2020-04-03,47.400000000000006
2020-04-04,63.300000000000004
2020-04-05,36.0
2020-04-06,32.7
2020-04-07,57.900000000000006
2020-04-08,23.4
2020-04-09,28.799999999999997
2020-04-10,57.900000000000006
2020-04-11,50.699999999999996
2020-04-12,39.900000000000006
2020-04-13,55.5
2020-04-14,42.900000000000006
2020-04-15,36.900000000000006
2020-04-16,43.2
2020-04-17,54.300000000000004
2020-04-18,41.099999999999994
2020-04-19,35.400000000000006
2020-04-20,39.3
2020-04-21,44.400000000000006
2020-04-22,40.8
2020-04-23,32.099999999999994
2020-04-24,30.0
2020-04-25,60.900000000000006
2020-04-26,58.199999999999996
2020-04-27,33.3
2020-04-28,41.099999999999994
2020-04-29,42.3
2020-04-30,37.5
2020-05-01,34.5
2020-05-02,33.900000000000006
2020-05-03,27.599999999999998
2020-05-04,44.099999999999994
2020-05-05,52.199999999999996
2020-05-06,28.799999999999997
2020-05-07,61.199999999999996
2020-05-08,24.599999999999998
2020-05-09,55.5
2020-05-10,32.7
2020-05-11,36.3
2020-05-12,63.0
2020-05-13,34.8
2020-05-14,44.400000000000006
2020-05-15,34.2
2020-05-16,59.099999999999994
2020-05-17,50.400000000000006
2020-05-18,30.299999999999997
2020-05-19,46.5
2020-05-20,39.0
2020-05-21,44.400000000000006
2020-05-22,38.099999999999994
2020-05-23,40.8
2020-05-24,31.200000000000003
2020-05-25,36.599999999999994
2020-05-26,33.0
2020-05-27,39.900000000000006
2020-05-28,30.599999999999998
2020-05-29,30.900000000000002
2020-05-30,52.199999999999996
2020-05-31,33.3
2020-06-01,30.299999999999997
2020-06-02,39.3
2020-06-03,36.599999999999994
2020-06-04,31.5
2020-06-05,36.599999999999994
2020-06-06,50.099999999999994
2020-06-07,36.3
2020-06-08,25.200000000000003
2020-06-09,37.2
2020-06-10,33.0
2020-06-11,31.5
2020-06-12,73.19999999999999
2020-06-13,0.6000000000000001
2020-06-15,25.200000000000003
2020-06-16,48.0
2020-06-17,32.099999999999994
2020-06-18,28.5
2020-06-19,30.599999999999998
2020-06-20,35.400000000000006
2020-06-21,27.299999999999997
2020-06-22,27.299999999999997
2020-06-23,32.400000000000006
2020-06-24,47.099999999999994
2020-06-25,25.200000000000003
2020-06-26,41.7
2020-06-27,57.300000000000004
2020-06-28,39.0
2020-06-29,38.099999999999994
2020-06-30,41.7
2020-07-01,51.599999999999994
2020-07-02,81.6
2020-07-03,33.599999999999994
2020-07-04,29.400000000000002
2020-07-05,20.1
2020-07-06,36.599999999999994
2020-07-07,41.099999999999994
2020-07-08,19.200000000000003
2020-07-09,33.0
2020-07-10,47.7
2020-07-11,36.3
2020-07-12,33.900000000000006
2020-07-13,17.4
2020-07-14,33.0
2020-07-15,23.4
2020-07-16,24.900000000000002
2020-07-17,19.5
2020-07-18,24.299999999999997
2020-07-19,28.799999999999997
2020-07-20,23.700000000000003
2020-07-21,25.799999999999997
2020-07-22,22.5
2020-07-23,27.599999999999998
2020-07-24,18.9
2020-07-25,17.700000000000003
2020-07-26,21.299999999999997
2020-07-27,30.0
2020-07-28,38.099999999999994
2020-07-29,24.900000000000002
2020-07-30,26.099999999999998
2020-07-31,36.0
2020-08-01,30.0
2020-08-02,44.400000000000006
2020-08-03,67.80000000000001
2020-08-04,34.8
2020-08-05,33.0
2020-08-06,20.1
2020-08-07,27.299999999999997
2020-08-08,9.899999999999999
2020-08-09,19.200000000000003
2020-08-10,28.5
2020-08-11,53.099999999999994
2020-08-12,30.0
2020-08-13,23.1
2020-08-14,14.399999999999999
2020-08-15,36.900000000000006
2020-08-16,25.799999999999997
2020-08-17,13.5
2020-08-18,26.099999999999998
2020-08-19,17.700000000000003
2020-08-20,13.799999999999999
2020-08-21,27.599999999999998
2020-08-22,45.0
2020-08-23,20.700000000000003
2020-08-24,26.099999999999998
2020-08-25,18.9
2020-08-26,26.700000000000003
2020-08-27,12.899999999999999
2020-08-28,24.0
2020-08-29,26.099999999999998
2020-08-30,34.5
2020-08-31,22.200000000000003
2020-09-01,29.099999999999998
2020-09-02,25.799999999999997
2020-09-03,28.799999999999997
2020-09-04,33.3
2020-09-05,24.299999999999997
2020-09-06,21.9
2020-09-07,13.799999999999999
2020-09-08,27.299999999999997
2020-09-09,34.5
2020-09-10,19.200000000000003
2020-09-11,22.799999999999997
2020-09-12,39.599999999999994
2020-09-13,35.400000000000006
2020-09-14,31.200000000000003
2020-09-15,26.099999999999998
2020-09-16,36.3
2020-09-17,17.700000000000003
2020-09-18,25.799999999999997
2020-09-19,44.7
2020-09-20,48.0
2020-09-21,23.4
2020-09-22,21.299999999999997
2020-09-23,30.599999999999998
2020-09-24,24.0
2020-09-25,17.4
2020-09-26,28.200000000000003
2020-09-27,38.099999999999994
2020-09-28,18.9
2020-09-29,20.1
2020-09-30,50.400000000000006
2020-10-01,48.0
2020-10-02,28.5
2020-10-03,24.299999999999997
2020-10-04,38.099999999999994
2020-10-05,58.800000000000004
2020-10-06,38.400000000000006
2020-10-07,26.700000000000003
2020-10-08,26.099999999999998
2020-10-09,19.5
2020-10-10,41.7
2020-10-11,25.200000000000003
2020-10-12,36.0
2020-10-13,23.4
2020-10-14,37.5
2020-10-15,25.5
2020-10-16,21.0
2020-10-17,65.1
2020-10-18,23.4
2020-10-19,22.200000000000003
2020-10-20,25.5
2020-10-21,49.199999999999996
2020-10-22,19.5
2020-10-23,33.900000000000006
2020-10-24,54.0
2020-10-25,58.800000000000004
2020-10-26,17.4
2020-10-27,17.700000000000003
2020-10-28,21.0
2020-10-29,40.8
2020-10-30,30.599999999999998
2020-10-31,36.900000000000006
2020-11-01,54.300000000000004
2020-11-02,73.80000000000001
2020-11-03,62.699999999999996
2020-11-04,54.900000000000006
2020-11-05,23.700000000000003
2020-11-06,18.0
2020-11-07,18.0
2020-11-08,19.799999999999997
2020-11-09,17.4
2020-11-10,56.400000000000006
2020-11-11,48.0
2020-11-12,27.900000000000002
2020-11-13,26.099999999999998
2020-11-14,51.900000000000006
2020-11-15,43.8
2020-11-16,26.700000000000003
2020-11-17,22.5
2020-11-18,74.1
2020-11-19,19.799999999999997
2020-11-20,28.200000000000003
2020-11-21,54.599999999999994
2020-11-22,52.5
2020-11-23,19.5
2020-11-24,48.0
2020-11-25,42.3
2020-11-26,27.900000000000002
2020-11-27,18.299999999999997
2020-11-28,34.2
2020-11-29,33.0
2020-11-30,26.099999999999998
2020-12-01,6.8
2020-12-02,9.6
2020-12-03,8.2
2020-12-04,18.1
2020-12-05,9.6
2020-12-06,6.2
2020-12-07,2.9
2020-12-08,5.3
2020-12-09,19.6
2020-12-10,7.2
2020-12-11,8.0
2020-12-12,12.8
2020-12-13,13.3
2020-12-14,10.7
2020-12-15,9.4
2020-12-16,9.8
2020-12-17,7.3
2020-12-18,8.7
2020-12-19,12.8
